Common Name,Threatened status,Kingdom,Class,ACT,NSW,NT,QLD,SA,TAS,VIC,WA
White Lace Orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,-
Pink Underwing Moth,Endangered,Animalia,Insecta,-,Yes,-,Yes,-,-,-,-
Dwarf Phyllota,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Ringed Thin-tail Gecko,Endangered,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
Gulbaru Gecko,Critically Endangered,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
Oakview Leaf-tailed Gecko,Critically Endangered,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
Pinnacles Leaf-tailed Gecko,Critically Endangered,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
Hawkweed,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Bungonia Rice-flower,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Grampians Rice-flower,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
Spiked Rice-flower,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Wimmera Rice-flower,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
"Plains Rice-flower, Spiny Rice-flower, Prickly Pimelea",Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
Bolivia Hill Rice-flower,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Christmas Island Pipistrelle,Extinct,Animalia,Mammalia,-,-,-,-,-,-,-,-
Oleander,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
Big Banana Pittosporum,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Mt Augustus Foxglove,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
"Lord Howe Flax Snail, Lord Howe Placostylus",Endangered,Animalia,Gastropoda,-,Yes,-,-,-,-,-,-
Bastard Ironwood,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,-
"Shiny-leaved Condoo, Black Plum, Wild Apple",Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Green Rosella (King Island),Vulnerable,Animalia,Aves,-,-,-,-,-,Yes,-,-
Kangaroo Island Crimson Rosella,Vulnerable,Animalia,Aves,-,-,-,-,Yes,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
"Nightcap Plectranthus, Silver Plectranthus",Endangered,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Endangered,Plantae,Polypodiatae,-,-,-,Yes,-,-,-,-
Silver Candles,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
Budawangs Wallaby-grass,Critically Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Grey Plover,Vulnerable,Animalia,Aves,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes
fern,Critically Endangered,Plantae,Polypodiatae,-,-,-,-,-,-,-,-
Salt-lake Tussock-grass,Vulnerable,Plantae,Liliopsida,-,-,-,-,-,-,Yes,-
Southern Black-throated Finch,Endangered,Animalia,Aves,-,Yes,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Middle Filmy Fern,Endangered,Plantae,Polypodiatae,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Rock Shield Fern,Endangered,Plantae,Polypodiatae,-,Yes,-,-,-,-,-,-
"Princess Parrot, Alexandra's Parrot",Vulnerable,Animalia,Aves,-,-,Yes,-,Yes,-,-,Yes
Regent Parrot (eastern),Vulnerable,Animalia,Aves,-,Yes,-,-,Yes,-,Yes,-
Superb Parrot,Vulnerable,Animalia,Aves,Yes,Yes,-,-,-,-,Yes,-
"Rufous Pomaderris, Brown Pomaderris",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,Yes,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Cotoneaster Pomaderris,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,Yes,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Grey Deua Pomaderris,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Kangaroo Island Pomaderris,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
Pale Pomaderris,Vulnerable,Plantae,Magnoliopsida,Yes,Yes,-,-,-,-,-,-
Parris' Pomaderris,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Moleskin Dogwood,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
Denman Pomaderris,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Bent Pomaderris,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,Yes,-
Concave Pomaderris,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
Round-leaf Pomaderris,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
Carrington Falls Pomaderris,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Dural Land Snail,Endangered,Animalia,Gastropoda,-,Yes,-,-,-,-,-,-
Mountain Poranthera,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
White Gallinule,Extinct,Animalia,Aves,-,Yes,-,-,-,-,-,-
"Gilbert's Potoroo, Ngilkat",Critically Endangered,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
Long-footed Potoroo,Endangered,Animalia,Mammalia,-,Yes,-,-,-,-,Yes,-
"Broad-faced Potoroo, Moda",Extinct,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
Long-nosed Potoroo (northern),Vulnerable,Animalia,Mammalia,-,Yes,-,Yes,-,-,-,-
Long-nosed Potoroo (southern mainland),Vulnerable,Animalia,Mammalia,-,Yes,-,-,Yes,-,Yes,-
Jervis Bay Leek Orchid,Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Dainty Leek-orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Tapered Leek-orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Three Hummock Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Bago Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Chestnut Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Lilac Leek-orchid,Vulnerable,Plantae,Liliopsida,-,-,-,-,-,-,Yes,-
Gaping Leek-orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,Yes,-
Crowded Leek-Orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Gorae Leek-orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,Yes,-
Western Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,Yes,-
"Tawny Leek-orchid, Slaty Leek-orchid",Vulnerable,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Goldsack's Leek-orchid,Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,-,-
Golfers Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Brandy Marys Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Kelton's Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Lax Leek Orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,-,-
Marsh Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Coastal Leek Orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,Yes,-
Milford Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",Vulnerable,Plantae,Liliopsida,-,Yes,-,-,-,-,Yes,-
Fleurieu Leek Orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,-,-
Pungent Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Pale Leek-orchid,Vulnerable,Plantae,Liliopsida,-,-,-,-,Yes,-,Yes,-
Knocklofty Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Tarengo Leek Orchid,Endangered,Plantae,Liliopsida,Yes,Yes,-,-,-,-,-,-
Plum Leek-orchid,Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,-,-
Pretty Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Robust Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Northern Leek-orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
a leek-orchid,Critically Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Dense Leek-orchid,Vulnerable,Plantae,Liliopsida,-,-,-,-,Yes,-,Yes,-
Ben Lomond Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Fragrant Leek-orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,Yes,-
Pomonal Leek-orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,Yes,-
Graveside Leek-orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Tunbridge Leek-orchid,Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Shelley Leek Orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,-,Yes,-
"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",Vulnerable,Plantae,Liliopsida,-,-,-,-,Yes,-,Yes,-
Wallum Leek-orchid,Vulnerable,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
"Dwarf Sawfish, Queensland Sawfish",Vulnerable,Animalia,Chondrichthyes,-,-,Yes,Yes,-,-,-,Yes
"Largetooth Sawfish, Freshwater Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Endangered,Animalia,Chondrichthyes,-,-,Yes,Yes,-,-,-,Yes
"Green Sawfish, Dindagubba, Narrowsnout Sawfish",Vulnerable,Animalia,Chondrichthyes,-,Yes,Yes,Yes,-,-,-,Yes
Palm Cockatoo (Australian),Vulnerable,Animalia,Aves,-,-,-,Yes,-,-,-,-
a beetle,Critically Endangered,Animalia,Insecta,-,Yes,-,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
"Tranquillity Mintbush, Tranquility Mintbush",Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
"West Coast Mintbush, Limestone Mintbush, Red Mintbush",Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Wollemi Mint-bush,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Villous Mintbush,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Monarto Mintbush,Endangered,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
Wellington Mintbush,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Somersby Mintbush,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Seaforth Mintbush,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Mount Illbilie Mintbush,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
Swamp Mint-bush,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,Yes,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
a mint-bush,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Mount Vincent Mintbush,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Australian Grayling,Vulnerable,Animalia,Actinopterygii,-,Yes,-,-,Yes,Yes,Yes,-
"Golden-shouldered Parrot, Alwal, Thaku, Arrmorral, Minpin",Endangered,Animalia,Aves,-,-,-,Yes,-,-,-,-
Paradise Parrot,Extinct,Animalia,Aves,-,Yes,-,Yes,-,-,-,-
"Alpine Bog Skink, Alpine Bog-skink",Endangered,Animalia,Reptilia,-,Yes,-,-,-,-,Yes,-
"Glossy Grass Skink, Swampland Cool-skink, Rawlinson's Window-eyed Skink",Vulnerable,Animalia,Reptilia,Yes,Yes,-,-,Yes,Yes,Yes,-
Western Swamp Tortoise,Critically Endangered,Animalia,Reptilia,-,-,-,-,-,-,-,Yes
Alpine Leafy Liverwort,Vulnerable,Plantae,Bryopsida,-,-,-,-,-,Yes,Yes,-
Mount Lidgbird Charopid Land Snail,Critically Endangered,Animalia,Gastropoda,-,Yes,-,-,-,-,-,-
Whitelegge's Land Snail,Critically Endangered,Animalia,Gastropoda,-,Yes,-,-,-,-,-,-
"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",Critically Endangered,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
Banksia montana mealybug,Critically Endangered,Animalia,Insecta,-,-,-,-,-,-,-,Yes
"Honey Blue Eye, Honey Blue-eye",Endangered,Animalia,Actinopterygii,-,-,-,Yes,-,-,-,-
Long-eared Mouse,Extinct,Animalia,Mammalia,-,-,-,-,Yes,-,Yes,-
"Plains Rat, Palyoora, Plains Mouse",Vulnerable,Animalia,Mammalia,-,Yes,Yes,Yes,Yes,-,-,Yes
"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Vulnerable,Animalia,Mammalia,-,-,Yes,-,Yes,-,-,Yes
"Smoky Mouse, Konoom",Endangered,Animalia,Mammalia,Yes,Yes,-,-,Yes,-,Yes,-
Blue-grey Mouse,Extinct,Animalia,Mammalia,-,Yes,-,Yes,-,-,-,-
"Gould's Mouse, Koontin",Extinct,Animalia,Mammalia,-,Yes,-,Yes,Yes,-,Yes,Yes
"New Holland Mouse, Pookila",Vulnerable,Animalia,Mammalia,Yes,Yes,-,Yes,-,Yes,Yes,-
"Hastings River Mouse, Koontoo",Endangered,Animalia,Mammalia,-,Yes,-,Yes,-,-,-,-
"Pilliga Mouse, Poolkoo",Vulnerable,Animalia,Mammalia,-,Yes,-,-,-,-,-,-
"Heath Mouse, Dayang, Heath Rat",Endangered,Animalia,Mammalia,-,-,-,-,Yes,-,Yes,Yes
Southern Corroboree Frog,Critically Endangered,Animalia,Amphibia,-,Yes,-,-,-,-,-,-
Magnificent Brood Frog,Vulnerable,Animalia,Amphibia,-,-,-,Yes,-,-,-,-
Northern Corroboree Frog,Critically Endangered,Animalia,Amphibia,Yes,Yes,-,-,-,-,-,-
Mallee Whipbird,Endangered,Animalia,Aves,-,-,-,-,Yes,-,Yes,-
Western Whipbird (Kangaroo Island),Endangered,Animalia,Aves,-,-,-,-,Yes,-,-,-
Western Heath Whipbird,Endangered,Animalia,Aves,-,-,-,-,-,-,-,Yes
King's Brakefern,Endangered,Plantae,Polypodiatae,-,-,-,-,-,-,-,-
Netted Brakefern,Endangered,Plantae,Polypodiatae,-,-,-,-,-,-,-,-
Herald Petrel,Critically Endangered,Animalia,Aves,-,-,-,Yes,-,-,-,-
"Gould's Petrel, Australian Gould's Petrel",Endangered,Animalia,Aves,-,Yes,-,Yes,Yes,Yes,Yes,-
Soft-plumaged Petrel,Vulnerable,Animalia,Aves,-,-,-,-,Yes,Yes,Yes,Yes
Kermadec Petrel (western),Vulnerable,Animalia,Aves,-,Yes,-,Yes,-,-,-,-
"Percy Island Flying-fox, Dusky Fruit Bat",Extinct,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
Spectacled Flying-fox,Endangered,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
"Christmas Island Flying-fox, Christmas Island Fruit-bat",Critically Endangered,Animalia,Mammalia,-,-,-,-,-,-,-,-
Grey-headed Flying-fox,Vulnerable,Animalia,Mammalia,Yes,Yes,-,Yes,Yes,-,Yes,-
Sandhill Greenhood Orchid,Vulnerable,Plantae,Liliopsida,-,-,-,-,Yes,-,-,-
Basalt Greenhood,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,Yes,-
-,Vulnerable,Plantae,Liliopsida,-,Yes,-,Yes,-,-,-,-
Hindmarsh Valley Greenhood,Critically Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,-,-
Floodplain Rustyhood,Vulnerable,Plantae,Liliopsida,-,-,-,-,-,-,Yes,-
Green-striped Greenhood,Vulnerable,Plantae,Liliopsida,-,-,-,-,Yes,-,Yes,-
Midland Greenhood,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Leafy Greenhood,Vulnerable,Plantae,Liliopsida,-,-,-,-,Yes,Yes,Yes,-
Lowly Greenhood,Endangered,Plantae,Liliopsida,-,Yes,-,-,Yes,-,Yes,-
"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Halbury Greenhood,Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,-,-
Metcalfe's Greenhood,Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Nodding Rufoushood,Vulnerable,Plantae,Liliopsida,-,-,-,-,Yes,-,-,-
"Blue-tongued Orchid, Kiandra Greenhood",Critically Endangered,Plantae,Liliopsida,Yes,Yes,-,-,-,-,Yes,-
Liawenee Greenhood,Vulnerable,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Two-bristle Greenhood,Critically Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,-,-
Pretty Greenhood,Vulnerable,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Arthur River Greenhood,Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Sydney Plains Greenhood,Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
"Northampton Midget Greenhood, Western Swan Greenhood",Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Hale Dwarf Greenhood,Endangered,Plantae,Liliopsida,-,-,-,-,Yes,-,-,-
"Swamp Greenhood, Dainty Swamp Orchid",Vulnerable,Plantae,Liliopsida,-,-,-,-,Yes,-,Yes,-
Robust Greenhood,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,-,Yes,-
Halbury Rustyhood,Critically Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Fleshy Greenhood,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Enigmatic Greenhood,Endangered,Plantae,Liliopsida,-,-,-,-,-,-,Yes,-
Desert Greenhood,Vulnerable,Plantae,Liliopsida,-,-,-,-,Yes,-,Yes,-
"Grassland Greenhood, Cape Portland Greenhood",Vulnerable,Plantae,Liliopsida,-,-,-,-,-,Yes,-,-
Ironstone Mulla Mulla,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Pyramid Mulla-mulla,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Dwarf Pea,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Budawangs Bush-pea,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Elusive Bush-pea,Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
"Smooth Bush-pea, Swamp Bush-pea",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Beyeria Bush-pea,Critically Endangered,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
Maiden's Bush-pea,Extinct,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,Yes,-
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Narrogin Pea,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
"Genowlan Point Pultenaea, Genowlan Pultenaea",Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Tufted Bush-pea,Endangered,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
"Yellow Bush-pea, Splendid Bush-pea",Vulnerable,Plantae,Magnoliopsida,-,-,-,-,Yes,-,-,-
Williamsons Bush-pea,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,Yes,-
Pilotbird,Vulnerable,Animalia,Aves,Yes,Yes,-,-,-,-,Yes,-
Stoddart's Helicarionid Land Snail,Critically Endangered,Animalia,Gastropoda,-,-,-,-,-,-,-,-
"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",Vulnerable,Animalia,Reptilia,-,-,-,-,-,-,-,-
Spiny Gardenia,Endangered,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Anemone Buttercup,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
"Midlands Buttercup, Tunbridge Buttercup",Endangered,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
"Maclear's Rat, Christmas Island Rat",Extinct,Animalia,Mammalia,-,-,-,-,-,-,-,-
"Bulldog Rat, Christmas Island Burrowing Rat",Extinct,Animalia,Mammalia,-,-,-,-,-,-,-,-
Reedia,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Wongan Rhagodia,Vulnerable,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
-,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
"Austral Cornflower, Native Thistle",Vulnerable,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,Yes,-
Southern Gastric-brooding Frog,Extinct,Animalia,Amphibia,-,-,-,Yes,-,-,-,-
"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",Extinct,Animalia,Amphibia,-,-,-,Yes,-,-,-,-
"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",Endangered,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
Whale Shark,Vulnerable,Animalia,Chondrichthyes,-,Yes,Yes,Yes,-,Yes,Yes,Yes
-,Vulnerable,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat, Lesser Large-eared Horseshoe Bat",Vulnerable,Animalia,Mammalia,-,-,-,Yes,-,-,-,-
Pilbara Leaf-nosed Bat,Vulnerable,Animalia,Mammalia,-,-,-,-,-,-,-,Yes
"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",Extinct,Animalia,Aves,-,Yes,-,-,-,-,-,-
"Western Underground Orchid, Underground Orchid",Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
South Coast Underground Orchid,Critically Endangered,Plantae,Liliopsida,-,-,-,-,-,-,-,Yes
Eastern Underground Orchid,Endangered,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
Narrow-leaved Malletwood,Critically Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Critically Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Smooth Scrub Turpentine,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
"Scrub Turpentine, Brown Malletwood",Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
Iron Malletwood,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
White Malletwood,Endangered,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
Native Guava,Critically Endangered,Plantae,Magnoliopsida,-,Yes,-,Yes,-,-,-,-
-,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Glory of the Centre,Vulnerable,Plantae,Magnoliopsida,-,-,Yes,-,-,-,-,-
Barrens Wedding Bush,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Mount Donna Buang Wingless Stonefly,Critically Endangered,Animalia,Insecta,-,-,-,-,-,-,Yes,-
-,Vulnerable,Plantae,Magnoliopsida,-,-,-,Yes,-,-,-,-
-,Vulnerable,Plantae,Liliopsida,-,-,-,Yes,-,-,-,-
Australian Painted Snipe,Endangered,Animalia,Aves,Yes,Yes,Yes,Yes,Yes,-,Yes,Yes
Saltmat,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,-,-,Yes
Heath Wrinklewort,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Monaro Golden Daisy,Vulnerable,Plantae,Magnoliopsida,-,Yes,-,-,-,-,-,-
Button Wrinklewort,Endangered,Plantae,Magnoliopsida,Yes,Yes,-,-,-,-,Yes,-
Feldmark Grass,Vulnerable,Plantae,Liliopsida,-,Yes,-,-,-,-,-,-
"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",Vulnerable,Animalia,Mammalia,-,-,Yes,Yes,-,-,-,Yes
Tasmanian Pearlwort,Endangered,Plantae,Magnoliopsida,-,-,-,-,-,Yes,-,-
Cape Melville Leaf-tail Gecko,Critically Endangered,Animalia,Reptilia,-,-,-,Yes,-,-,-,-
